Numer	Journal	Field
	Zygote	Clinical Medicine
	Acta Oncologica (Informa)	Clinical Medicine
	Advances in cancer research	Clinical Medicine
	Ai zheng = Aizheng = Chinese journal of cancer	Clinical Medicine
	American Journal of Cancer	Clinical Medicine
	American Journal of Clinical Oncology: Cancer Clinical Trials	Clinical Medicine
	Angiogenesis	Clinical Medicine
	Annales Academiae Medicae Gedanensis	Clinical Medicine
	Annals of Cancer Research and Therapy	Clinical Medicine
	Annals of Oncology	Clinical Medicine
	Annals of Surgical Oncology	Clinical Medicine
	Anti-Cancer Drugs	Clinical Medicine
	Anticancer research	Clinical Medicine
	Apmis	Clinical Medicine
	Archive of Oncology	Clinical Medicine
	Arkhiv patologii	Clinical Medicine
	Asian Pacific journal of cancer prevention : APJCP	Clinical Medicine
	Asia-Pacific Journal of Clinical Oncology	Clinical Medicine
	BBA - Reviews on Cancer	Clinical Medicine
	Biomarkers in medicine	Clinical Medicine
	Biomedicine & Pharmacotherapy	Clinical Medicine
	BMC Cancer	Clinical Medicine
	Brachytherapy	Clinical Medicine
	Breast cancer (Tokyo, Japan)	Clinical Medicine
	Breast Cancer Research	Clinical Medicine
	Breast Cancer Research and Treatment	Clinical Medicine
	Breast care (Basel, Switzerland)	Clinical Medicine
	Breast Diseases: A Year Book Quarterly	Clinical Medicine
	British Journal of Cancer	Clinical Medicine
	Bulletin du Cancer	Clinical Medicine
	Ca: A Cancer Journal for Clinicians	Clinical Medicine
	Cancer	Clinical Medicine
	Cancer and Metastasis Reviews	Clinical Medicine
	Cancer biochemistry biophysics	Clinical Medicine
	Cancer Biology and Therapy	Clinical Medicine
	Cancer biomarkers : section A of Disease markers	Clinical Medicine
	Cancer Cell	Clinical Medicine
	Cancer Cell International	Clinical Medicine
	Cancer Chemotherapy and Pharmacology	Clinical Medicine
	Cancer Chemotherapy and Pharmacology, Supplement	Clinical Medicine
	Cancer control : journal of the Moffitt Cancer Center	Clinical Medicine
	Cancer Detection and Prevention	Clinical Medicine
	Cancer Forum	Clinical Medicine
	Cancer Gene Therapy	Clinical Medicine
	Cancer Genetics and Cytogenetics	Clinical Medicine
	Cancer genomics & proteomics	Clinical Medicine
	Cancer immunity : a journal of the Academy of Cancer Immunology	Clinical Medicine
	Cancer Investigation (Informa)	Clinical Medicine
	Cancer Journal	Clinical Medicine
	Cancer Letters	Clinical Medicine
	Cancer Microenvironment	Clinical Medicine
	Cancer Molecular Biology	Clinical Medicine
	Cancer practice	Clinical Medicine
	Cancer Prevention Research	Clinical Medicine
	Cancer Radiotherapie	Clinical Medicine
	Cancer Research	Clinical Medicine
	Cancer Research, Therapy and Control	Clinical Medicine
	Cancer Science	Clinical Medicine
	Cancer surveys	Clinical Medicine
	Cancer Treatment Reviews	Clinical Medicine
	Carcinogenesis	Clinical Medicine
	Cell Proliferation	Clinical Medicine
	Cellular Oncology	Clinical Medicine
	Chinese Journal of Cancer Research	Clinical Medicine
	Chinese Journal of Clinical Oncology	Clinical Medicine
	Chinese Medical Sciences Journal	Clinical Medicine
	Clinical & Experimental Metastasis	Clinical Medicine
	Clinical advances in hematology & oncology : H&O	Clinical Medicine
	Clinical and Translational Oncology	Clinical Medicine
	Clinical Breast Cancer	Clinical Medicine
	Clinical cancer research : an official journal of the American Association for Cancer Research	Clinical Medicine
	Clinical colorectal cancer	Clinical Medicine
	Clinical genitourinary cancer	Clinical Medicine
	Clinical lung cancer	Clinical Medicine
	Clinical Oncology	Clinical Medicine
	Clinical prostate cancer	Clinical Medicine
	CME Journal of Gynecologic Oncology	Clinical Medicine
	Community Oncology	Clinical Medicine
	Critical Reviews in Oncogenesis	Clinical Medicine
	Critical Reviews in Oncology/Hematology	Clinical Medicine
	Current cancer drug targets	Clinical Medicine
	Current oncology (Toronto, Ont.)	Clinical Medicine
	Current Oncology Reports	Clinical Medicine
	Current Opinion in Oncologic, Endocrine and Metabolic Investigational Drugs	Clinical Medicine
	Current Opinion in Oncology	Clinical Medicine
	Current Opinion in Supportive and Palliative Care	Clinical Medicine
	Current Problems in Cancer	Clinical Medicine
	Current Treatment Options in Oncology	Clinical Medicine
	Der Onkologe	Clinical Medicine
	Deutsche Zeitschrift für Onkologie	Clinical Medicine
	Disease markers	Clinical Medicine
	Drug Resistance Updates	Clinical Medicine
	EJSO - European Journal of Surgical Oncology	Clinical Medicine
	Electronic Journal of Oncology	Clinical Medicine
	Endocrine-Related Cancer	Clinical Medicine
	European Journal of Cancer	Clinical Medicine
	European Journal of Cancer Care	Clinical Medicine
	European Journal of Cancer Prevention	Clinical Medicine
	European Journal of Cancer Supplements	Clinical Medicine
	European Journal of Cancer. Part B: Oral Oncology	Clinical Medicine
	European journal of gynaecological oncology	Clinical Medicine
	European journal of haematology. Supplementum	Clinical Medicine
	European Journal of Lymphology and Related Problems	Clinical Medicine
	European Journal of Oncology	Clinical Medicine
	Experimental and Molecular Pathology	Clinical Medicine
	Experimental oncology	Clinical Medicine
	Expert Opinion on Therapeutic Targets	Clinical Medicine
	Expert Review of Anticancer Therapy	Clinical Medicine
	Familial Cancer	Clinical Medicine
	Folia biologica	Clinical Medicine
	Folia Histochemica et Cytobiologica	Clinical Medicine
	Forum (Genoa, Italy)	Clinical Medicine
	Frontiers of Radiation Therapy and Oncology	Clinical Medicine
	Future oncology (London, England)	Clinical Medicine
	Gann Monographs on Cancer Research	Clinical Medicine
	Gastric Cancer	Clinical Medicine
	Gematologiia i transfuziologiia	Clinical Medicine
	Gene therapy & molecular biology	Clinical Medicine
	Genes, Chromosomes and Cancer	Clinical Medicine
	GI Cancer	Clinical Medicine
	Gynecologic Oncology	Clinical Medicine
	Hematology/Oncology Clinics of North America	Clinical Medicine
	Hereditary Cancer in Clinical Practice	Clinical Medicine
	Histology and Histopathology	Clinical Medicine
	Human Cell	Clinical Medicine
	In vivo (Athens, Greece)	Clinical Medicine
	Indian Journal of Cancer	Clinical Medicine
	Indian Journal of Palliative Care	Clinical Medicine
	Infectious Agents and Cancer	Clinical Medicine
	International Journal of Cancer	Clinical Medicine
	International Journal of Cancer Research	Clinical Medicine
	International journal of clinical and experimental pathology	Clinical Medicine
	International Journal of Clinical Oncology	Clinical Medicine
	International Journal of Gynecological Cancer	Clinical Medicine
	International Journal of Hyperthermia (Informa)	Clinical Medicine
	International Journal of Immunotherapy	Clinical Medicine
	International Journal of Low Radiation	Clinical Medicine
	International Journal of Medicine, Biology and the Environment	Clinical Medicine
	International journal of molecular medicine	Clinical Medicine
	International journal of oncology	Clinical Medicine
	International Journal of Radiation Biology (Informa)	Clinical Medicine
	International Journal of Radiation Oncology, Biology, Physics	Clinical Medicine
	International Seminars in Surgical Oncology	Clinical Medicine
	Invasion & metastasis	Clinical Medicine
	Investigational New Drugs	Clinical Medicine
	Japanese journal of cancer research : Gann	Clinical Medicine
	Japanese Journal of Clinical Oncology	Clinical Medicine
	Japanese Journal of Lung Cancer	Clinical Medicine
	Journal of B.U.ON. : official journal of the Balkan Union of Oncology	Clinical Medicine
	Journal of Brachytherapy International	Clinical Medicine
	Journal of Cancer Research and Clinical Oncology	Clinical Medicine
	Journal of Cancer Research and Therapeutics	Clinical Medicine
	Journal of Cancer Survivorship	Clinical Medicine
	Journal of carcinogenesis	Clinical Medicine
	Journal of Clinical Oncology	Clinical Medicine
	Journal of Environmental Pathology, Toxicology and Oncology	Clinical Medicine
	Journal of Experimental & Clinical Cancer Research	Clinical Medicine
	Journal of experimental therapeutics & oncology	Clinical Medicine
	Journal of JASTRO	Clinical Medicine
	Journal of Mammary Gland Biology and Neoplasia	Clinical Medicine
	Journal of Neuro-Oncology	Clinical Medicine
	Journal of Oncology Pharmacy Practice	Clinical Medicine
	Journal of Oncology Practice	Clinical Medicine
	Journal of Pediatric Hematology/Oncology	Clinical Medicine
	Journal of Psychosocial Oncology	Clinical Medicine
	Journal of radiation research	Clinical Medicine
	Journal of Radiotherapy in Practice	Clinical Medicine
	Journal of Surgical Oncology	Clinical Medicine
	Journal of the National Cancer Institute	Clinical Medicine
	Journal of the National Cancer Institute. Monographs	Clinical Medicine
	Journal of the National Comprehensive Cancer Network : JNCCN	Clinical Medicine
	Journal of the Society for Integrative Oncology	Clinical Medicine
	Journal of Thoracic Oncology	Clinical Medicine
	Journal of Tumor Marker Oncology	Clinical Medicine
	Klinicka onkologie : casopis Ceske a Slovenske onkologicke spolecnosti	Clinical Medicine
	Lung Cancer	Clinical Medicine
	Lymphatic Research and Biology	Clinical Medicine
	Lymphology	Clinical Medicine
	Magyar Onkológia	Clinical Medicine
	Medical Dosimetry	Clinical Medicine
	Medical Oncology	Clinical Medicine
	Melanoma Research	Clinical Medicine
	Molecular Cancer	Clinical Medicine
	Molecular cancer research : MCR	Clinical Medicine
	Molecular cancer therapeutics	Clinical Medicine
	Molecular Carcinogenesis	Clinical Medicine
	Molecular Diagnosis	Clinical Medicine
	Molecular diagnosis & therapy	Clinical Medicine
	Molecular medicine reports	Clinical Medicine
	Molecular Oncology	Clinical Medicine
	Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis	Clinical Medicine
	Nature Clinical Practice Oncology	Clinical Medicine
	Nature Reviews Cancer	Clinical Medicine
	Neoplasia (New York, N.Y.)	Clinical Medicine
	Neoplasma	Clinical Medicine
	Neuro-Oncology	Clinical Medicine
	Nowotwory	Clinical Medicine
	Oncogene: Including Oncogene Reviews	Clinical Medicine
	Oncologia	Clinical Medicine
	Oncologie	Clinical Medicine
	Oncology	Clinical Medicine
	Oncology Report	Clinical Medicine
	Oncology research	Clinical Medicine
	Oncology Spectrums	Clinical Medicine
	Onkologia Polska	Clinical Medicine
	Onkologie	Clinical Medicine
	Oral Oncology	Clinical Medicine
	Palliative & Supportive Care	Clinical Medicine
	Pathobiology : journal of immunopathology, molecular and cellular biology	Clinical Medicine
	Pathology & Oncology Research	Clinical Medicine
	Pediatric Blood & Cancer	Clinical Medicine
	Pediatric Hematology-Oncology (Informa)	Clinical Medicine
	Progress in experimental tumor research. Fortschritte der experimentellen Tumorforschung. Progres de la recherche experimentale des tumeurs	Clinical Medicine
	Prostate Journal	Clinical Medicine
	Psycho-Oncology	Clinical Medicine
	Radiation and Environmental Biophysics	Clinical Medicine
	Radiation Oncology	Clinical Medicine
	Radiation Oncology Investigations	Clinical Medicine
	Radiation Research	Clinical Medicine
	Radiology and Oncology	Clinical Medicine
	Radiotherapy & Oncology	Clinical Medicine
	Recent patents on anti-cancer drug discovery	Clinical Medicine
	Reports of Practical Oncology and Radiotherapy	Clinical Medicine
	Reviews on recent clinical trials	Clinical Medicine
	Revue Francophone de Psycho-Oncologie	Clinical Medicine
	Sarcoma	Clinical Medicine
	Seminars in breast disease	Clinical Medicine
	Seminars in Cancer Biology	Clinical Medicine
	Seminars in Oncology	Clinical Medicine
	Seminars in Radiation Oncology	Clinical Medicine
	Seminars in Surgical Oncology	Clinical Medicine
	Strahlentherapie und Onkologie	Clinical Medicine
	Supportive cancer therapy	Clinical Medicine
	Supportive Care in Cancer	Clinical Medicine
	Surgical Oncology	Clinical Medicine
	Surgical Oncology Clinics of North America	Clinical Medicine
	Targeted Oncology	Clinical Medicine
	Technology in cancer research & treatment	Clinical Medicine
	The Breast	Clinical Medicine
	The Breast Journal	Clinical Medicine
	The cancer journal from Scientific American	Clinical Medicine
	The Chinese-German Journal of Clinical Oncology	Clinical Medicine
	The International journal of biological markers	Clinical Medicine
	The journal of medical investigation : JMI	Clinical Medicine
	The Journal of Supportive Oncology	Clinical Medicine
	The Lancet Oncology	Clinical Medicine
	The Nihon University journal of medicine	Clinical Medicine
	The oncologist	Clinical Medicine
	The Prostate	Clinical Medicine
	The Tokai journal of experimental and clinical medicine	Clinical Medicine
	Therapeutics and clinical risk management	Clinical Medicine
	Translational oncology	Clinical Medicine
	Tumor Biology	Clinical Medicine
	TumorDiagnostik & Therapie	Clinical Medicine
	Tumori	Clinical Medicine
	Turkish Journal of Cancer	Clinical Medicine
	Update on Cancer Therapeutics	Clinical Medicine
	Voprosy onkologii	Clinical Medicine
	World Journal of Surgical Oncology	Clinical Medicine
	Wspolczesna Onkologia	Clinical Medicine
	Zeitschrift für Onkologie	Clinical Medicine
	Zhongguo fei ai za zhi = Chinese journal of lung cancer	Clinical Medicine
	Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae	Clinical Medicine
	Zhonghua yi xue za zhi	Clinical Medicine
	[Zhonghua yan ke za zhi] Chinese journal of ophthalmology	Clinical Medicine
	Acta Ophthalmologica	Clinical Medicine
	Acta ophthalmologica Scandinavica	Clinical Medicine
	Acta ophthalmologica Scandinavica. Supplement	Clinical Medicine
	Advances in Organ Biology	Clinical Medicine
	American Journal of Ophthalmology	Clinical Medicine
	Annals of Ophthalmology - Glaucoma	Clinical Medicine
	Annals of ophthalmology (Skokie, Ill.)	Clinical Medicine
	Archives of Ophthalmology	Clinical Medicine
	Archivos de la Sociedad Espanola de Oftalmologia	Clinical Medicine
	Arquivos Brasileiros de Oftalmologia	Clinical Medicine
	Asian Journal of Ophthalmology	Clinical Medicine
	Australian and New Zealand journal of ophthalmology	Clinical Medicine
	Binocular vision & strabismus quarterly	Clinical Medicine
	BMC Ophthalmology	Clinical Medicine
	British Journal of Ophthalmology	Clinical Medicine
	Canadian journal of ophthalmology. Journal canadien d'ophtalmologie	Clinical Medicine
	Ceska a slovenska oftalmologie : casopis Ceske oftalmologicke spolecnosti a Slovenske oftalmologicke spolecnosti	Clinical Medicine
	Chinese Ophthalmic Research	Clinical Medicine
	Clinical & Experimental Ophthalmology	Clinical Medicine
	Clinical and Experimental Optometry	Clinical Medicine
	Clinical and Surgical Ophthalmology	Clinical Medicine
	Clinical Eye and Vision Care	Clinical Medicine
	Community eye health / International Centre for Eye Health	Clinical Medicine
	Comprehensive Ophthalmology Update	Clinical Medicine
	Contact Lens & Anterior Eye	Clinical Medicine
	Cornea	Clinical Medicine
	Current Eye Research (Informa)	Clinical Medicine
	Current Opinion in Ophthalmology	Clinical Medicine
	Der Ophthalmologe	Clinical Medicine
	Developments in ophthalmology	Clinical Medicine
	Documenta Ophthalmologica	Clinical Medicine
	European journal of ophthalmology	Clinical Medicine
	Evidence-Based Ophthalmology	Clinical Medicine
	Experimental Eye Research	Clinical Medicine
	Eye	Clinical Medicine
	Eye and Contact Lens	Clinical Medicine
	Graefe's Archive for Clinical and Experimental Ophthalmology	Clinical Medicine
	Indian Journal of Ophthalmology	Clinical Medicine
	Insight - The Journal of the American Society of Ophthalmic Registered Nurses	Clinical Medicine
	International Contact Lens Clinic	Clinical Medicine
	International Journal of Ophthalmology	Clinical Medicine
	International Ophthalmology	Clinical Medicine
	International Ophthalmology Clinics	Clinical Medicine
	Investigative Ophthalmology and Visual Science	Clinical Medicine
	Japanese Journal of Ophthalmology	Clinical Medicine
	Journal Francais d'Ophtalmologie	Clinical Medicine
	Journal of AAPOS	Clinical Medicine
	Journal of Cataract & Refractive Surgery	Clinical Medicine
	Journal of Glaucoma	Clinical Medicine
	Journal of Neuro-Ophthalmology	Clinical Medicine
	Journal of Ocular Pharmacology and Therapeutics	Clinical Medicine
	Journal of pediatric ophthalmology and strabismus	Clinical Medicine
	Journal of refractive surgery (Thorofare, N.J. : 1995)	Clinical Medicine
	Klinika oczna	Clinical Medicine
	Klinische Monatsblätter für Augenheilkunde	Clinical Medicine
	Molecular vision	Clinical Medicine
	Neuro-Ophthalmology (Informa)	Clinical Medicine
	Neuro-Ophthalmology Japan	Clinical Medicine
	Nippon Ganka Gakkai zasshi	Clinical Medicine
	Nippon ganka kiyo	Clinical Medicine
	Ocular Immunology and Inflammation (Informa)	Clinical Medicine
	Ophthalmic and Physiological Optics	Clinical Medicine
	Ophthalmic Genetics (Informa)	Clinical Medicine
	Ophthalmic Plastic and Reconstructive Surgery	Clinical Medicine
	Ophthalmic Practice	Clinical Medicine
	Ophthalmic research	Clinical Medicine
	Ophthalmic surgery and lasers	Clinical Medicine
	Ophthalmic surgery, lasers & imaging : the official journal of the International Society for Imaging in the Eye	Clinical Medicine
	Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift fur Augenheilkunde	Clinical Medicine
	Ophthalmology clinics of North America	Clinical Medicine
	Ophthalmology: Journal of The American Academy of Ophthalmology	Clinical Medicine
	Optometry - Journal of the American Optometric Association	Clinical Medicine
	Optometry and Vision Science	Clinical Medicine
	Orbit (Informa)	Clinical Medicine
	Progress in Retinal and Eye Research	Clinical Medicine
	Retina	Clinical Medicine
	Revista brasileira de oftalmologia	Clinical Medicine
	Rinsho ganka. Japanese journal of clinical ophthalmology	Clinical Medicine
	Seminars in Ophthalmology	Clinical Medicine
	Spektrum der Augenheilkunde	Clinical Medicine
	Strabismus	Clinical Medicine
	Survey of Ophthalmology	Clinical Medicine
	The CLAO journal : official publication of the Contact Lens Association of Ophthalmologists, Inc	Clinical Medicine
	The ocular surface	Clinical Medicine
	Transactions of the American Ophthalmological Society	Clinical Medicine
	Acta chirurgiae orthopaedicae et traumatologiae Cechoslovaca	Clinical Medicine
	Acta Orthopaedica (Informa)	Clinical Medicine
	Acta orthopaedica Belgica	Clinical Medicine
	Acta orthopaedica et traumatologica turcica	Clinical Medicine
	Acta orthopaedica Scandinavica	Clinical Medicine
	Acta orthopaedica Scandinavica. Supplementum	Clinical Medicine
	Acta Ortopedica Brasileira	Clinical Medicine
	Aktuelle Traumatologie	Clinical Medicine
	American Journal of Sports Medicine	Clinical Medicine
	Archives of Orthopaedic and Trauma Surgery	Clinical Medicine
	Arthroscopy: The Journal of Arthroscopy and Related Surgery	Clinical Medicine
	Arthroskopie	Clinical Medicine
	Artroplasti Artroskopik Cerrahi	Clinical Medicine
	Atlas of Hand Clinics	Clinical Medicine
	BMC Musculoskeletal Disorders	Clinical Medicine
	Bulletin of the NYU hospital for joint diseases	Clinical Medicine
	Cell and Tissue Banking	Clinical Medicine
	Chiropractic & Osteopathy	Clinical Medicine
	Chirurgia del Piede	Clinical Medicine
	Chirurgie de la Main	Clinical Medicine
	Clinical Biomechanics	Clinical Medicine
	Clinical Chiropractic	Clinical Medicine
	Clinical Orthopaedics and Related Research ®	Clinical Medicine
	Clinics in Podiatric Medicine and Surgery	Clinical Medicine
	Clinics in Sports Medicine	Clinical Medicine
	Current opinion in orthopaedics	Clinical Medicine
	Current Orthopaedics	Clinical Medicine
	Der Orthopäde	Clinical Medicine
	European Journal of Orthopaedic Surgery & Traumatology	Clinical Medicine
	European Journal of Sports Traumatology and Related Research	Clinical Medicine
	European Journal of Trauma	Clinical Medicine
	European Spine Journal	Clinical Medicine
	Foot & ankle international / American Orthopaedic Foot and Ankle Society [and] Swiss Foot and Ankle Society	Clinical Medicine
	Foot and Ankle Clinics	Clinical Medicine
	Foot and Ankle Surgery	Clinical Medicine
	Fu & Sprunggelenk	Clinical Medicine
	Gait & Posture	Clinical Medicine
	Hand	Clinical Medicine
	Hand Clinics	Clinical Medicine
	Handchirurgie, Mikrochirurgie, Plastische Chirurgie	Clinical Medicine
	HIP International	Clinical Medicine
	HSS Journal	Clinical Medicine
	Injury	Clinical Medicine
	International Journal of Osteopathic Medicine	Clinical Medicine
	International Orthopaedics	Clinical Medicine
	JNMS - Journal of the Neuromusculoskeletal System	Clinical Medicine
	Journal de Traumatologie du Sport	Clinical Medicine
	Journal of Arthroplasty	Clinical Medicine
	Journal of back and musculoskeletal rehabilitation	Clinical Medicine
	Journal of Bodywork and Movement Therapies	Clinical Medicine
	Journal of Bone and Joint Surgery (British Volume)	Clinical Medicine
	Journal of Children's Orthopaedics	Clinical Medicine
	Journal of chiropractic medicine	Clinical Medicine
	Journal of Hand Surgery (American Volume)	Clinical Medicine
	Journal of Hand Surgery: European Volume (Elsevier)	Clinical Medicine
	Journal of Hand Therapy	Clinical Medicine
	Journal of Manipulative and Physiological Therapeutics	Clinical Medicine
	Journal of Manual & Manipulative Therapy	Clinical Medicine
	Journal of Musculoskeletal Research	Clinical Medicine
	Journal of neurosurgery. Spine	Clinical Medicine
	Journal of Orthopaedic Research	Clinical Medicine
	Journal of Orthopaedic Science	Clinical Medicine
	Journal of orthopaedic surgery (Hong Kong)	Clinical Medicine
	Journal of Orthopaedic Surgery and Research	Clinical Medicine
	Journal of Orthopaedic Trauma	Clinical Medicine
	Journal of Orthopaedics and Traumatology	Clinical Medicine
	Journal of Pediatric Orthopaedics	Clinical Medicine
	Journal of Pediatric Orthopaedics Part B	Clinical Medicine
	Journal of Shoulder and Elbow Surgery	Clinical Medicine
	Journal of spinal disorders	Clinical Medicine
	Journal of Spinal Disorders and Techniques	Clinical Medicine
	Journal of Sports Chiropractic and Rehabilitation	Clinical Medicine
	Journal of the American Podiatric Medical Association	Clinical Medicine
	Journal of the American Society for Surgery of the Hand	Clinical Medicine
	Journal of Whiplash & Related Disorders (Haworth)	Clinical Medicine
	Knee Surgery, Sports Traumatology, Arthroscopy	Clinical Medicine
	Manual Therapy	Clinical Medicine
	Manuelle Medizin	Clinical Medicine
	Medical problems of performing artists	Clinical Medicine
	Minerva ortopedica	Clinical Medicine
	Neuro-Orthopedics	Clinical Medicine
	Operative Orthopädie und Traumatologie	Clinical Medicine
	Operative Techniques in Orthopaedics	Clinical Medicine
	Operative Techniques in Sports Medicine	Clinical Medicine
	Orthopaedic Physical Therapy Clinics of North America	Clinical Medicine
	Orthopedic Clinics of North America	Clinical Medicine
	Orthopedics	Clinical Medicine
	Ortopedia, traumatologia, rehabilitacja	Clinical Medicine
	Osteologie	Clinical Medicine
	Rehabilitace a fyzikalni lekarstvi	Clinical Medicine
	Revista Brasileira de Ortopedia	Clinical Medicine
	Revista de Ortopedia y Traumatologia	Clinical Medicine
	Revue de chirurgie orthopedique et reparatrice de l'appareil moteur	Clinical Medicine
	Scoliosis	Clinical Medicine
	Seminars in Arthroplasty	Clinical Medicine
	Seminars in Spine Surgery	Clinical Medicine
	Spine	Clinical Medicine
	Sports Medicine and Arthroscopy Review	Clinical Medicine
	Sportverletzung, Sportschaden	Clinical Medicine
	Techniques in Foot and Ankle Surgery	Clinical Medicine
	Techniques in Hand and Upper Extremity Surgery	Clinical Medicine
	Techniques in Knee Surgery	Clinical Medicine
	Techniques in Orthopaedics	Clinical Medicine
	Techniques in Shoulder and Elbow Surgery	Clinical Medicine
	The Foot	Clinical Medicine
	The Journal of Bone and Joint Surgery	Clinical Medicine
	The Journal of Foot & Ankle Surgery	Clinical Medicine
	The Journal of orthopaedic and sports physical therapy	Clinical Medicine
	The Journal of the American Academy of Orthopaedic Surgeons	Clinical Medicine
	The Knee	Clinical Medicine
	The Spine Journal	Clinical Medicine
	Trauma	Clinical Medicine
	Trauma und Berufskrankheit	Clinical Medicine
	Unfallchirurgie	Clinical Medicine
	Zeitschrift für Orthopadie und Unfallchirurgie	Clinical Medicine
	Acta Oto-laryngologica (Informa)	Clinical Medicine
	Acta oto-laryngologica. Supplementum	Clinical Medicine
	Acta oto-rhino-laryngologica Belgica	Clinical Medicine
	Acta otorhinolaryngologica Italica : organo ufficiale della Societa italiana di otorinolaringologia e chirurgia cervico-facciale	Clinical Medicine
	Acta otorrinolaringologica espanola	Clinical Medicine
	Advances in oto-rhino-laryngology	Clinical Medicine
	American journal of audiology	Clinical Medicine
	American Journal of Otolaryngology	Clinical Medicine
	American journal of rhinology	Clinical Medicine
	American journal of rhinology & allergy	Clinical Medicine
	Annales d'oto-laryngologie et de chirurgie cervico faciale : bulletin de la Societe d'oto-laryngologie des hopitaux de Paris	Clinical Medicine
	Archives of Facial Plastic Surgery	Clinical Medicine
	Archives of Otolaryngology - Head and Neck Surgery	Clinical Medicine
	Audiological Medicine (Informa)	Clinical Medicine
	Audiology & neuro-otology	Clinical Medicine
	Audiology : official organ of the International Society of Audiology	Clinical Medicine
	Auris Nasus Larynx	Clinical Medicine
	Australian Journal of Audiology	Clinical Medicine
	Australian Journal of Otolaryngology	Clinical Medicine
	B-ENT	Clinical Medicine
	BMC Ear, Nose and Throat Disorders	Clinical Medicine
	Brazilian journal of otorhinolaryngology	Clinical Medicine
	British Journal of Audiology (Informa)	Clinical Medicine
	Clinical Otolaryngology	Clinical Medicine
	Cochlear Implants International	Clinical Medicine
	Current Opinion in Otolaryngology and Head and Neck Surgery	Clinical Medicine
	Deafness & Education International (Wiley)	Clinical Medicine
	Ear and Hearing	Clinical Medicine
	Ear, Nose and Throat Journal	Clinical Medicine
	European Archives of Oto-Rhino-Laryngology	Clinical Medicine
	Facial Plastic Surgery	Clinical Medicine
	Head & Neck: Journal for the Sciences &  Specialties of the Head and Neck	Clinical Medicine
	Hearing Journal	Clinical Medicine
	Hearing Research	Clinical Medicine
	Heiko shinkei kagaku	Clinical Medicine
	HNO	Clinical Medicine
	Indian Journal of Otolaryngology and Head & Neck Surgery	Clinical Medicine
	International Journal of Audiology (Informa)	Clinical Medicine
	International Journal of Pediatric Otorhinolaryngology Extra	Clinical Medicine
	JARO - Journal of the Association for Research in Otolaryngology	Clinical Medicine
	Journal of Audiological Medicine	Clinical Medicine
	Journal of basic and clinical physiology and pharmacology	Clinical Medicine
	Journal of Laryngology and Otology	Clinical Medicine
	Journal of Otolaryngology	Clinical Medicine
	Journal of otolaryngology - head & neck surgery = Le Journal d'oto-rhino-laryngologie et de chirurgie cervico-faciale	Clinical Medicine
	Journal of the American Academy of Audiology	Clinical Medicine
	Laryngo-Rhino-Otologie	Clinical Medicine
	Medicina Clinica e Termale	Clinical Medicine
	New Medicine	Clinical Medicine
	Nippon Jibiinkoka Gakkai kaiho	Clinical Medicine
	Noise and Health	Clinical Medicine
	Operative Techniques in Otolaryngology - Head and Neck Surgery	Clinical Medicine
	ORL; journal for oto-rhino-laryngology and its related specialties	Clinical Medicine
	ORL-DIPS	Clinical Medicine
	Otolaryngologia polska. The Polish otolaryngology	Clinical Medicine
	Otolaryngologic Clinics of North America	Clinical Medicine
	Otolaryngology - Head and Neck Surgery	Clinical Medicine
	Otolaryngology - Head and Neck Surgery (Tokyo)	Clinical Medicine
	Otology and Neurotology	Clinical Medicine
	Oto-Rhino-Laryngologia Nova	Clinical Medicine
	Otorinolaryngologie a Foniatrie	Clinical Medicine
	Practica Otologica	Clinical Medicine
	Pro-Fono	Clinical Medicine
	Revista brasileira de oto-rino-laringologia	Clinical Medicine
	Revue de laryngologie - otologie - rhinologie	Clinical Medicine
	Rhinology	Clinical Medicine
	Scandinavian Audiology	Clinical Medicine
	Seminars in Hearing	Clinical Medicine
	The American journal of otology	Clinical Medicine
	The Annals of otology, rhinology, and laryngology	Clinical Medicine
	The international tinnitus journal	Clinical Medicine
	The Laryngoscope	Clinical Medicine
	The Volta review	Clinical Medicine
	Trends in Amplification	Clinical Medicine
	Acta cytologica	Clinical Medicine
	Advances in Anatomic Pathology	Clinical Medicine
	American Journal of Clinical Pathology	Clinical Medicine
	American Journal of Surgical Pathology	Clinical Medicine
	Analytical and quantitative cytology and histology / the International Academy of Cytology [and] American Society of Cytology	Clinical Medicine
	Analytical Cellular Pathology	Clinical Medicine
	Annales de Pathologie	Clinical Medicine
	Annals of Diagnostic Pathology	Clinical Medicine
	Annual Review of Pathology: Mechanisms of Disease	Clinical Medicine
	Applied Immunohistochemistry and Molecular Morphology	Clinical Medicine
	Archives of Pathology and Laboratory Medicine	Clinical Medicine
	Biotechnic & Histochemistry	Clinical Medicine
	BMC Clinical Pathology	Clinical Medicine
	Clinical leadership & management review : the journal of CLMA	Clinical Medicine
	Clinics in Laboratory Medicine	Clinical Medicine
	Current Diagnostic Pathology	Clinical Medicine
	CytoJournal	Clinical Medicine
	Cytopathology	Clinical Medicine
	Der Pathologe	Clinical Medicine
	Diagnostic Cytopathology	Clinical Medicine
	Diagnostic Molecular Pathology	Clinical Medicine
	Diagnostic Pathology	Clinical Medicine
